ï»¿Customer_ID,Gender,Age,Age_Group,City,State,Registration_Date,Customer_Tier,Total_Orders,Total_Spent
CUST00000309,female,31,26-35,Chennai,"Tamil Nadu",2023-07-23,Platinum,6,170704.91
CUST00000310,male,27,26-35,Durgapur,"West Bengal",2024-04-12,Gold,3,33155.62
CUST00000311,male,44,36-45,Ludhiana,Punjab,2023-10-10,Platinum,5,334425.63
CUST00000312,female,21,18-25,Madurai,"Tamil Nadu",2024-03-16,Platinum,5,80617.19
CUST00000313,male,56,56-65,Panipat,Haryana,2023-12-28,Platinum,10,83364.16
CUST00000314,male,25,18-25,"New Delhi",Delhi,2024-03-01,Platinum,4,145591.09
CUST00000315,male,21,18-25,Ludhiana,Punjab,2024-05-08,Platinum,7,162115.1
CUST00000316,female,24,18-25,Jalandhar,Punjab,2023-09-21,Platinum,8,147533.64
CUST00000317,male,41,36-45,Mumbai,Maharashtra,2023-11-26,Platinum,4,148750.66
CUST00000318,male,27,26-35,Lucknow,UP,2024-02-05,Silver,4,9315.69
CUST00000319,female,28,26-35,"New Delhi",Delhi,2024-04-02,Platinum,8,130545.04
CUST00000320,male,33,26-35,Patiala,Punjab,2023-07-07,Silver,3,17510.67
CUST00000321,male,22,18-25,Mangalore,Karnataka,2023-08-29,Platinum,9,314288.3
CUST00000322,male,44,36-45,"New Delhi",Delhi,2024-04-14,Platinum,9,316557.12
CUST00000323,female,31,26-35,Jaipur,Rajasthan,2023-08-27,Platinum,4,262377.01
CUST00000324,male,22,18-25,Pune,Maharashtra,2023-10-05,Platinum,2,64473.94
CUST00000325,male,30,26-35,Palwal,Haryana,2023-11-27,Platinum,5,65198.15
CUST00000326,male,62,56-65,Bangalore,Karnataka,2024-03-03,Gold,5,31564.68
CUST00000327,male,28,26-35,Kota,Rajasthan,2023-11-30,Gold,2,42712.65
CUST00000328,female,41,36-45,Nagpur,Maharashtra,2023-08-20,Silver,1,3695.52
CUST00000329,female,41,36-45,Coimbatore,"Tamil Nadu",2024-03-17,Platinum,5,110634.71
CUST00000330,female,42,36-45,Amritsar,Punjab,2023-09-08,Platinum,5,117309.48
CUST00000331,female,29,26-35,Faridabad,Haryana,2023-07-07,Platinum,7,139598.19
CUST00000332,female,23,18-25,Patiala,Punjab,2023-08-05,Platinum,3,125759.14
CUST00000333,female,62,56-65,Howrah,"West Bengal",2023-12-03,Platinum,9,96821.44
CUST00000334,male,41,36-45,Noida,UP,2024-01-02,Platinum,5,189616.5
CUST00000335,male,61,56-65,Surat,Gujarat,2024-01-18,Silver,3,2557.78
CUST00000336,male,34,26-35,"Delhi NCR",Delhi,2023-06-18,Platinum,5,140098.7
CUST00000337,male,20,18-25,Mysore,Karnataka,2024-01-23,Platinum,5,413891.99
CUST00000338,female,50,46-55,Durgapur,"West Bengal",2023-08-20,Gold,3,44706.7
CUST00000339,male,21,18-25,Kanpur,UP,2023-07-06,Silver,4,17209.02
CUST00000340,female,18,18-25,Madurai,"Tamil Nadu",2024-03-22,Platinum,6,196092.81
CUST00000341,female,23,18-25,Jalandhar,Punjab,2024-02-10,Platinum,5,105230.74
CUST00000342,male,20,18-25,Surat,Gujarat,2023-06-06,Platinum,4,189845.72
CUST00000343,female,18,18-25,Howrah,"West Bengal",2023-10-12,Platinum,7,163968.77
CUST00000344,female,24,18-25,Amritsar,Punjab,2024-04-02,Platinum,4,158077.96
CUST00000345,female,53,46-55,Kota,Rajasthan,2023-11-20,Gold,2,25653.31
CUST00000346,male,29,26-35,Surat,Gujarat,2023-10-08,Gold,4,49283.82
CUST00000347,male,21,18-25,Sohna,Haryana,2023-06-12,Silver,0,0
CUST00000348,female,43,36-45,Sohna,Haryana,2023-10-13,Platinum,6,70964
CUST00000349,female,39,36-45,"New Delhi",Delhi,2023-07-29,Platinum,3,117008.51
CUST00000350,female,21,18-25,Mangalore,Karnataka,2023-06-12,Gold,2,48294.91
CUST00000351,male,34,26-35,Palwal,Haryana,2024-05-16,Platinum,5,61818.56
CUST00000352,female,34,26-35,Ahmedabad,Gujarat,2024-03-30,Platinum,4,89999.05
CUST00000353,male,42,36-45,Kolkata,"West Bengal",2023-11-07,Gold,7,45540.62
CUST00000354,male,28,26-35,Madurai,"Tamil Nadu",2023-10-15,Platinum,7,147930.35
CUST00000355,male,19,18-25,Kolkata,"West Bengal",2023-08-10,Platinum,6,119630.16
CUST00000356,male,37,36-45,Howrah,"West Bengal",2023-10-11,Platinum,5,97592.09
CUST00000357,female,27,26-35,Patiala,Punjab,2023-12-31,Platinum,6,191236.55
CUST00000358,male,51,46-55,Coimbatore,"Tamil Nadu",2024-05-06,Platinum,3,65394.66
CUST00000359,male,51,46-55,Mysore,Karnataka,2023-08-16,Silver,0,0
CUST00000360,female,52,46-55,Mangalore,Karnataka,2023-08-09,Silver,4,6299.53
CUST00000361,male,19,18-25,Thane,Maharashtra,2023-09-12,Gold,5,44423.95
CUST00000362,female,51,46-55,Howrah,"West Bengal",2023-12-25,Silver,0,0
CUST00000363,male,21,18-25,Mangalore,Karnataka,2024-04-08,Platinum,9,201225.05
CUST00000364,female,22,18-25,Madurai,"Tamil Nadu",2023-11-27,Platinum,4,224853.24
CUST00000365,male,50,46-55,Mumbai,Maharashtra,2024-04-06,Gold,2,44365.14
CUST00000366,female,50,46-55,Noida,UP,2023-10-24,Platinum,5,63467.03
CUST00000367,male,30,26-35,Jodhpur,Rajasthan,2024-02-16,Platinum,8,508481.76
CUST00000368,male,25,18-25,Chennai,"Tamil Nadu",2023-07-04,Platinum,8,192775.04
CUST00000369,male,18,18-25,Agra,UP,2024-01-28,Platinum,6,135733.87
CUST00000370,female,59,56-65,Surat,Gujarat,2023-07-26,Platinum,8,56139.14
CUST00000371,male,21,18-25,Varanasi,UP,2023-08-06,Platinum,8,143737.2
CUST00000372,male,33,26-35,Coimbatore,"Tamil Nadu",2023-09-15,Gold,4,40202.13
CUST00000373,female,39,36-45,Varanasi,UP,2024-04-30,Silver,3,7425.59
CUST00000374,male,36,36-45,Durgapur,"West Bengal",2023-06-14,Platinum,7,280977.53
CUST00000375,male,41,36-45,Chennai,"Tamil Nadu",2023-12-16,Platinum,3,108389.34
CUST00000376,male,28,26-35,Panipat,Haryana,2023-06-29,Platinum,7,168845.94
CUST00000377,female,20,18-25,Nagpur,Maharashtra,2023-10-19,Gold,6,37143.98
CUST00000378,female,38,36-45,Thane,Maharashtra,2023-06-08,Platinum,4,454976.72
CUST00000379,female,31,26-35,Panipat,Haryana,2024-05-18,Platinum,7,411723.73
CUST00000380,female,20,18-25,Amritsar,Punjab,2023-12-11,Silver,2,5061.19
CUST00000381,female,59,56-65,Panipat,Haryana,2024-04-02,Silver,4,19295.72
CUST00000382,male,40,36-45,Surat,Gujarat,2023-12-28,Silver,1,8727.88
CUST00000383,female,44,36-45,Kolkata,"West Bengal",2024-03-08,Platinum,3,126906.81
CUST00000384,male,27,26-35,Agra,UP,2023-11-25,Gold,5,36467.65
CUST00000385,female,49,46-55,Thane,Maharashtra,2024-04-30,Silver,5,11173.95
CUST00000386,male,23,18-25,Jaipur,Rajasthan,2024-05-23,Gold,1,31895.68
CUST00000387,male,18,18-25,Panipat,Haryana,2023-06-27,Platinum,7,379739.28
CUST00000388,male,31,26-35,Pune,Maharashtra,2023-06-23,Gold,3,22451.44
CUST00000389,male,42,36-45,Bangalore,Karnataka,2023-08-17,Platinum,4,63674.15
CUST00000390,male,64,56-65,Mangalore,Karnataka,2023-12-12,Silver,3,3948.96
CUST00000391,male,28,26-35,Ahmedabad,Gujarat,2023-06-23,Platinum,7,302844.34
CUST00000392,male,24,18-25,Udaipur,Rajasthan,2023-12-21,Platinum,7,169606.93
CUST00000393,male,21,18-25,Dwarka,Delhi,2023-12-30,Platinum,6,117067.61
CUST00000394,male,38,36-45,Chennai,"Tamil Nadu",2023-09-07,Platinum,9,589436.31
CUST00000395,male,34,26-35,Chennai,"Tamil Nadu",2024-02-08,Platinum,6,133619.3
CUST00000396,male,38,36-45,Patiala,Punjab,2024-04-27,Platinum,7,159890.72
CUST00000397,female,66,65+,Sohna,Haryana,2023-10-03,Gold,4,22011.7
CUST00000398,female,33,26-35,Mumbai,Maharashtra,2023-12-21,Gold,3,40027.79
CUST00000399,male,18,18-25,Sohna,Haryana,2023-07-25,Platinum,6,217174.96
CUST00000400,female,52,46-55,Amritsar,Punjab,2023-12-13,Gold,5,31355.1
CUST00000401,male,25,18-25,Mangalore,Karnataka,2024-03-27,Platinum,7,150136.58
CUST00000402,female,28,26-35,Amritsar,Punjab,2024-01-31,Platinum,11,354030.26
CUST00000403,male,66,65+,Kota,Rajasthan,2024-01-20,Silver,3,9820.04
CUST00000404,male,26,26-35,Palwal,Haryana,2023-11-05,Platinum,4,71269.78
CUST00000405,female,26,26-35,Agra,UP,2024-02-12,Platinum,8,278720.69
CUST00000406,female,63,56-65,Thane,Maharashtra,2023-10-18,Silver,5,7595.27
CUST00000407,male,34,26-35,"New Delhi",Delhi,2024-04-04,Platinum,7,217593.88
CUST00000408,female,57,56-65,Mumbai,Maharashtra,2023-08-12,Gold,7,22040.3
CUST00000409,female,32,26-35,Alwar,Rajasthan,2023-08-13,Platinum,5,272489.56
CUST00000410,male,19,18-25,Udaipur,Rajasthan,2024-02-28,Platinum,5,99874.76
CUST00000411,female,27,26-35,Patiala,Punjab,2023-12-25,Platinum,8,236722.09
CUST00000412,male,46,46-55,Kota,Rajasthan,2023-10-26,Gold,8,46839.91
CUST00000413,male,35,26-35,Thane,Maharashtra,2024-02-04,Platinum,5,67948.23
CUST00000414,female,40,36-45,Jalandhar,Punjab,2024-03-18,Silver,1,6954.7
CUST00000415,male,34,26-35,Jaipur,Rajasthan,2023-06-29,Platinum,5,121534.49
CUST00000416,female,69,65+,Sohna,Haryana,2024-04-24,Gold,7,32540.49
CUST00000417,female,25,18-25,Mangalore,Karnataka,2023-11-19,Platinum,8,190728.86
CUST00000418,male,18,18-25,Udaipur,Rajasthan,2024-01-06,Platinum,6,211891.25
CUST00000419,male,48,46-55,Mysore,Karnataka,2023-08-06,Gold,2,47297.55
CUST00000420,female,35,26-35,Palwal,Haryana,2024-04-02,Platinum,6,309963.02
CUST00000421,female,41,36-45,Patiala,Punjab,2023-06-14,Platinum,7,201868.75
CUST00000422,male,28,26-35,Patiala,Punjab,2024-05-18,Platinum,2,98464.25
CUST00000423,female,27,26-35,Patiala,Punjab,2023-09-24,Platinum,6,163506.62
CUST00000424,male,28,26-35,Amritsar,Punjab,2023-12-28,Platinum,4,94348.63
CUST00000425,female,38,36-45,Howrah,"West Bengal",2024-01-21,Platinum,6,64049.59
CUST00000426,female,27,26-35,Faridabad,Haryana,2024-03-25,Platinum,7,162727.49
CUST00000427,female,41,36-45,Jaipur,Rajasthan,2024-05-28,Platinum,1,50385.12
CUST00000428,female,20,18-25,Kolkata,"West Bengal",2024-03-20,Platinum,3,354815.12
CUST00000429,male,37,36-45,Mumbai,Maharashtra,2024-01-03,Platinum,5,201511.53
CUST00000430,male,40,36-45,Durgapur,"West Bengal",2023-11-03,Platinum,3,50375.82
CUST00000431,male,52,46-55,Udaipur,Rajasthan,2023-09-02,Platinum,3,75053.94
CUST00000432,male,31,26-35,Durgapur,"West Bengal",2024-01-02,Gold,5,41693.57
CUST00000433,female,31,26-35,Durgapur,"West Bengal",2024-01-03,Silver,1,18163.08
CUST00000434,female,44,36-45,Madurai,"Tamil Nadu",2023-09-02,Platinum,6,122759.9
CUST00000435,female,20,18-25,Panipat,Haryana,2023-10-21,Platinum,3,50167.15
CUST00000436,female,62,56-65,Panipat,Haryana,2023-12-28,Silver,2,453.24
CUST00000437,female,42,36-45,Kanpur,UP,2024-05-13,Platinum,6,92659.18
CUST00000438,female,38,36-45,Rajkot,Gujarat,2024-05-06,Platinum,7,238054.35
CUST00000439,female,55,46-55,Gurugram,Haryana,2023-10-05,Silver,4,15474.84
CUST00000440,male,35,26-35,Dwarka,Delhi,2023-11-02,Platinum,3,107123.37
CUST00000441,female,60,56-65,Mysore,Karnataka,2023-07-08,Platinum,8,114476.83
CUST00000442,female,33,26-35,Chennai,"Tamil Nadu",2023-10-26,Platinum,5,79308.05
CUST00000443,male,26,26-35,Coimbatore,"Tamil Nadu",2024-01-03,Platinum,8,280370.5
CUST00000444,male,39,36-45,Dwarka,Delhi,2023-09-30,Silver,2,695.95
CUST00000445,female,37,36-45,"New Delhi",Delhi,2023-11-04,Platinum,4,76181.92
CUST00000446,male,29,26-35,Mysore,Karnataka,2024-04-23,Silver,1,10305.78
CUST00000447,male,28,26-35,Ahmedabad,Gujarat,2023-12-25,Platinum,5,285405.28
CUST00000448,male,44,36-45,Durgapur,"West Bengal",2023-10-10,Platinum,6,137245.09
CUST00000449,female,28,26-35,Palwal,Haryana,2024-01-25,Platinum,4,104035.77
CUST00000450,female,49,46-55,Mysore,Karnataka,2023-09-30,Platinum,4,51807.81
CUST00000451,male,35,26-35,Kanpur,UP,2023-10-27,Platinum,6,226202.17
CUST00000452,male,20,18-25,Coimbatore,"Tamil Nadu",2024-01-29,Gold,5,38566.2
CUST00000453,female,30,26-35,Alwar,Rajasthan,2023-10-23,Gold,5,40742.43
CUST00000454,male,46,46-55,Ahmedabad,Gujarat,2023-06-12,Gold,7,41312.79
CUST00000455,female,45,36-45,Madurai,"Tamil Nadu",2023-07-29,Silver,4,17371.51
CUST00000456,male,23,18-25,Howrah,"West Bengal",2024-02-06,Platinum,7,125934.4
CUST00000457,male,27,26-35,"New Delhi",Delhi,2023-09-03,Gold,2,49016.2
CUST00000458,female,40,36-45,Alwar,Rajasthan,2023-08-14,Platinum,5,110523.94
CUST00000459,male,29,26-35,Panipat,Haryana,2024-03-24,Platinum,3,130872.88
CUST00000460,male,67,65+,Mumbai,Maharashtra,2024-01-22,Silver,3,12720.25
CUST00000461,male,32,26-35,"New Delhi",Delhi,2023-10-12,Platinum,2,91728.83
CUST00000462,male,60,56-65,Amritsar,Punjab,2023-10-15,Gold,4,21168.53
CUST00000463,female,55,46-55,Lucknow,UP,2023-08-10,Gold,5,37082.18
CUST00000464,female,27,26-35,Pune,Maharashtra,2023-11-07,Platinum,7,130331.93
CUST00000465,male,29,26-35,Amritsar,Punjab,2023-06-18,Platinum,4,77473.1
CUST00000466,male,70,65+,Mumbai,Maharashtra,2024-03-23,Gold,5,38898.59
CUST00000467,male,22,18-25,Jodhpur,Rajasthan,2024-01-23,Platinum,6,195982.09
CUST00000468,female,46,46-55,Madurai,"Tamil Nadu",2023-06-26,Platinum,7,83931.97
CUST00000469,male,40,36-45,Lucknow,UP,2024-05-19,Platinum,4,67059.67
CUST00000470,female,35,26-35,Jaipur,Rajasthan,2023-11-15,Platinum,3,118913.22
CUST00000471,female,72,65+,"Delhi NCR",Delhi,2024-03-05,Platinum,6,132657.19
CUST00000472,female,29,26-35,Udaipur,Rajasthan,2023-07-02,Silver,2,13347.41
CUST00000473,female,22,18-25,Mumbai,Maharashtra,2023-08-22,Platinum,4,75577.83
CUST00000474,female,37,36-45,Amritsar,Punjab,2023-09-03,Platinum,7,222845.85
CUST00000475,male,24,18-25,"Delhi NCR",Delhi,2023-08-19,Gold,2,32728.96
CUST00000476,male,35,26-35,Surat,Gujarat,2023-07-21,Platinum,5,428889.45
CUST00000477,female,74,65+,"New Delhi",Delhi,2023-07-18,Gold,5,36069.42
CUST00000478,male,32,26-35,"Delhi NCR",Delhi,2023-09-05,Platinum,7,89190.81
CUST00000479,female,32,26-35,Kolkata,"West Bengal",2023-09-27,Platinum,4,111332.78
CUST00000480,female,33,26-35,Varanasi,UP,2023-08-24,Platinum,7,99349.38
CUST00000481,female,62,56-65,Dwarka,Delhi,2024-03-08,Platinum,6,76741.79
CUST00000482,male,29,26-35,Pune,Maharashtra,2024-03-01,Platinum,7,335478.56
CUST00000483,male,40,36-45,Dwarka,Delhi,2023-11-14,Platinum,8,148801.08
CUST00000484,female,22,18-25,Bangalore,Karnataka,2024-05-02,Platinum,5,234083.38
CUST00000485,male,23,18-25,Rajkot,Gujarat,2024-03-27,Gold,3,39016.15
CUST00000486,female,20,18-25,Coimbatore,"Tamil Nadu",2023-06-23,Platinum,3,296497.08
CUST00000487,male,54,46-55,Jaipur,Rajasthan,2023-10-26,Silver,3,18612.4
CUST00000488,female,18,18-25,Jalandhar,Punjab,2023-12-17,Silver,3,14681.29
CUST00000489,male,34,26-35,Ludhiana,Punjab,2023-11-05,Platinum,7,200858.71
CUST00000490,male,31,26-35,Faridabad,Haryana,2023-09-12,Platinum,5,102096.64
CUST00000491,male,33,26-35,Madurai,"Tamil Nadu",2023-08-07,Platinum,8,321860.87
CUST00000492,male,30,26-35,Lucknow,UP,2023-06-10,Platinum,5,173945.31
CUST00000493,male,37,36-45,Kolkata,"West Bengal",2024-05-11,Platinum,4,259384.57
CUST00000494,female,58,56-65,Pune,Maharashtra,2024-05-20,Silver,2,4416.28
CUST00000495,male,40,36-45,Lucknow,UP,2023-09-06,Platinum,6,247102.1
CUST00000496,female,25,18-25,Jalandhar,Punjab,2023-09-15,Platinum,6,50398.89
CUST00000497,male,42,36-45,Amritsar,Punjab,2023-07-26,Platinum,10,361990.98
CUST00000498,female,34,26-35,Jaipur,Rajasthan,2024-02-25,Gold,3,33936.74
CUST00000499,male,73,65+,Kanpur,UP,2024-02-29,Gold,3,46316.42
CUST00000500,female,37,36-45,Coimbatore,"Tamil Nadu",2024-04-13,Platinum,3,62338.39
CUST00000501,female,21,18-25,Rajkot,Gujarat,2023-12-13,Gold,6,45470.91
CUST00000502,female,19,18-25,Chennai,"Tamil Nadu",2024-01-02,Platinum,5,63662.24
CUST00000503,female,23,18-25,Panipat,Haryana,2023-12-31,Platinum,7,222621.3
CUST00000504,male,35,26-35,Faridabad,Haryana,2024-02-01,Platinum,4,65440.72
CUST00000505,male,36,36-45,Dwarka,Delhi,2023-08-09,Silver,3,12480.36
CUST00000506,male,43,36-45,"Delhi NCR",Delhi,2024-05-21,Platinum,8,112866.59
CUST00000507,female,32,26-35,Patiala,Punjab,2024-05-23,Silver,4,18468.98
CUST00000508,female,38,36-45,Coimbatore,"Tamil Nadu",2023-08-09,Platinum,3,50586.67
CUST00000509,female,45,36-45,Mumbai,Maharashtra,2024-03-25,Platinum,7,228164.8
CUST00000510,male,22,18-25,Faridabad,Haryana,2023-08-20,Platinum,7,221279.12
CUST00000511,male,42,36-45,Faridabad,Haryana,2023-10-28,Platinum,10,249186.34
CUST00000512,female,39,36-45,Varanasi,UP,2023-12-10,Platinum,5,142078.32
CUST00000513,male,62,56-65,Jodhpur,Rajasthan,2024-03-30,Platinum,6,119757.76
CUST00000514,male,63,56-65,Mumbai,Maharashtra,2024-05-11,Silver,2,1928.26
CUST00000515,female,53,46-55,Kanpur,UP,2024-02-16,Silver,5,16558.43
CUST00000516,male,38,36-45,Mysore,Karnataka,2023-09-23,Platinum,5,101394.22
CUST00000517,female,25,18-25,Pune,Maharashtra,2024-03-27,Platinum,5,90120.52
CUST00000518,female,38,36-45,Amritsar,Punjab,2024-03-11,Gold,3,25949.14
CUST00000519,male,28,26-35,Agra,UP,2023-09-12,Platinum,3,125753.15
CUST00000520,male,35,26-35,Jalandhar,Punjab,2024-05-06,Platinum,4,137095.79
CUST00000521,male,28,26-35,Mysore,Karnataka,2023-10-22,Platinum,10,271735.02
CUST00000522,male,42,36-45,Palwal,Haryana,2024-04-27,Platinum,8,196527.7
CUST00000523,female,30,26-35,Surat,Gujarat,2024-04-07,Platinum,5,111563.01
CUST00000524,female,35,26-35,Kota,Rajasthan,2023-07-30,Platinum,2,84219.79
CUST00000525,female,34,26-35,Mangalore,Karnataka,2023-06-26,Gold,2,45855.8
CUST00000526,female,32,26-35,Mumbai,Maharashtra,2024-02-12,Platinum,6,185148.99
CUST00000527,female,34,26-35,Ludhiana,Punjab,2024-01-13,Platinum,4,109816.73
CUST00000528,female,29,26-35,Surat,Gujarat,2023-08-14,Platinum,3,106989.8
CUST00000529,male,18,18-25,Bangalore,Karnataka,2023-07-25,Gold,4,23452.46
CUST00000530,female,23,18-25,Patiala,Punjab,2023-07-29,Platinum,5,187040.79
CUST00000531,female,56,56-65,Chennai,"Tamil Nadu",2023-09-27,Platinum,8,76379.11
CUST00000532,female,24,18-25,Gurugram,Haryana,2024-03-28,Platinum,4,202811.04
CUST00000533,male,25,18-25,Varanasi,UP,2024-03-07,Platinum,6,213069.38
CUST00000534,female,58,56-65,Faridabad,Haryana,2023-11-11,Silver,4,11137.33
CUST00000535,female,26,26-35,Ahmedabad,Gujarat,2023-07-24,Platinum,3,114227.27
CUST00000536,female,18,18-25,Sohna,Haryana,2023-11-10,Silver,3,11057.17
CUST00000537,female,27,26-35,Madurai,"Tamil Nadu",2023-10-15,Platinum,5,167897.67
CUST00000538,male,37,36-45,Noida,UP,2024-03-21,Platinum,7,118651.21
CUST00000539,male,45,36-45,Udaipur,Rajasthan,2024-01-16,Platinum,11,260464.36
CUST00000540,male,27,26-35,Vadodara,Gujarat,2023-06-25,Platinum,5,126601.55
CUST00000541,male,69,65+,Pune,Maharashtra,2024-05-24,Silver,3,3212.15
CUST00000542,male,29,26-35,Kolkata,"West Bengal",2024-02-20,Platinum,7,75035.92
CUST00000543,male,25,18-25,Dwarka,Delhi,2024-03-19,Silver,2,5556.28
CUST00000544,female,30,26-35,Patiala,Punjab,2024-03-26,Silver,2,18898.59
CUST00000545,female,39,36-45,Varanasi,UP,2024-05-28,Platinum,4,90700.29
CUST00000546,male,35,26-35,Amritsar,Punjab,2024-03-05,Gold,2,30749.68
CUST00000547,female,35,26-35,Vadodara,Gujarat,2023-11-22,Platinum,5,82031.94
CUST00000548,male,28,26-35,Surat,Gujarat,2023-06-10,Platinum,3,73133.56
CUST00000549,male,60,56-65,"New Delhi",Delhi,2023-07-24,Platinum,5,69675.43
CUST00000550,female,44,36-45,Nagpur,Maharashtra,2023-07-28,Gold,2,20021.82
CUST00000551,female,39,36-45,Durgapur,"West Bengal",2024-04-07,Platinum,6,121953.24
CUST00000552,female,26,26-35,Madurai,"Tamil Nadu",2024-05-09,Platinum,1,82519.22
CUST00000553,male,28,26-35,Nagpur,Maharashtra,2024-05-07,Platinum,6,181467.9
CUST00000554,female,27,26-35,Nagpur,Maharashtra,2024-03-20,Platinum,4,116184.4
CUST00000555,female,18,18-25,Durgapur,"West Bengal",2023-07-28,Gold,7,44067.68
CUST00000556,male,44,36-45,Coimbatore,"Tamil Nadu",2024-05-16,Platinum,5,219270.54
CUST00000557,female,25,18-25,Agra,UP,2023-09-02,Platinum,6,99687.13
CUST00000558,female,64,56-65,Agra,UP,2023-08-23,Gold,7,33827.69
CUST00000559,male,53,46-55,Noida,UP,2023-12-16,Silver,2,3339.14
CUST00000560,female,36,36-45,Nagpur,Maharashtra,2023-12-29,Platinum,5,164955.5
CUST00000561,female,40,36-45,Chennai,"Tamil Nadu",2023-12-14,Platinum,9,290489.58
CUST00000562,male,40,36-45,Kolkata,"West Bengal",2024-01-09,Platinum,6,62991.05
CUST00000563,female,44,36-45,Coimbatore,"Tamil Nadu",2023-07-20,Gold,4,46698.86
CUST00000564,male,51,46-55,Patiala,Punjab,2023-12-28,Silver,3,8538.73
CUST00000565,female,31,26-35,Kanpur,UP,2023-07-25,Platinum,7,100537.13
CUST00000566,female,24,18-25,Surat,Gujarat,2023-07-25,Platinum,5,227484.62
CUST00000567,female,24,18-25,Noida,UP,2024-03-20,Platinum,9,186895.76
CUST00000568,male,29,26-35,Alwar,Rajasthan,2023-09-17,Platinum,7,175897.47
CUST00000569,male,39,36-45,Gurugram,Haryana,2023-11-07,Platinum,5,153686.74
CUST00000570,male,49,46-55,Kolkata,"West Bengal",2023-08-31,Silver,5,8523.26
CUST00000571,female,54,46-55,Surat,Gujarat,2024-01-13,Gold,6,30200.42
CUST00000572,male,43,36-45,Palwal,Haryana,2023-11-08,Platinum,9,396847.15
CUST00000573,male,50,46-55,Coimbatore,"Tamil Nadu",2023-12-24,Platinum,9,76015.68
CUST00000574,female,52,46-55,Agra,UP,2024-05-01,Platinum,5,63003.7
CUST00000575,male,35,26-35,Jaipur,Rajasthan,2024-03-16,Platinum,4,80096.7
CUST00000576,female,35,26-35,"Delhi NCR",Delhi,2024-05-18,Platinum,5,151937.7
CUST00000577,male,47,46-55,Faridabad,Haryana,2024-03-28,Gold,3,24271.27
CUST00000578,female,75,65+,Jalandhar,Punjab,2023-06-21,Platinum,8,54116.51
CUST00000579,female,21,18-25,Chennai,"Tamil Nadu",2024-02-23,Platinum,4,54629.87
CUST00000580,male,46,46-55,Jodhpur,Rajasthan,2024-03-06,Platinum,4,56411.62
CUST00000581,female,29,26-35,Jaipur,Rajasthan,2024-04-08,Platinum,9,270436.22
CUST00000582,female,27,26-35,Mangalore,Karnataka,2023-06-02,Platinum,7,138061.82
CUST00000583,male,31,26-35,Palwal,Haryana,2023-09-20,Platinum,6,128604.19
CUST00000584,male,44,36-45,Pune,Maharashtra,2023-08-24,Silver,4,7088.9
CUST00000585,female,50,46-55,Vadodara,Gujarat,2023-10-24,Silver,3,17143.93
CUST00000586,male,28,26-35,Sohna,Haryana,2024-05-29,Platinum,8,148576.16
CUST00000587,male,41,36-45,"New Delhi",Delhi,2023-06-14,Platinum,6,64281.56
CUST00000588,male,32,26-35,Udaipur,Rajasthan,2024-04-22,Platinum,8,349962.88
CUST00000589,female,27,26-35,Palwal,Haryana,2023-11-25,Platinum,5,57328.61
CUST00000590,female,50,46-55,Varanasi,UP,2024-01-19,Platinum,10,53808.37
CUST00000591,male,38,36-45,Pune,Maharashtra,2024-02-09,Platinum,3,50570.22
CUST00000592,female,35,26-35,Agra,UP,2023-08-19,Platinum,9,237531.11
CUST00000593,female,29,26-35,Mysore,Karnataka,2023-06-29,Platinum,7,444383.25
CUST00000594,female,21,18-25,Noida,UP,2023-11-23,Platinum,4,150696.22
CUST00000595,female,19,18-25,Kanpur,UP,2024-01-29,Platinum,3,82898.82
CUST00000596,male,27,26-35,Agra,UP,2024-04-26,Silver,1,6290.14
CUST00000597,male,31,26-35,Madurai,"Tamil Nadu",2024-02-03,Platinum,3,155401.46
CUST00000598,male,35,26-35,Chennai,"Tamil Nadu",2024-04-16,Platinum,5,208914.73
CUST00000599,male,68,65+,Chennai,"Tamil Nadu",2024-02-23,Gold,7,38198.66
CUST00000600,female,30,26-35,"Delhi NCR",Delhi,2023-07-01,Platinum,3,115978.78
CUST00000601,female,33,26-35,Pune,Maharashtra,2023-10-05,Platinum,3,121008.55
CUST00000602,male,26,26-35,Jaipur,Rajasthan,2023-06-30,Platinum,4,100292.27
CUST00000603,female,27,26-35,Patiala,Punjab,2023-11-19,Platinum,8,221096.41
CUST00000604,female,51,46-55,Agra,UP,2023-06-11,Gold,5,35966.85
CUST00000605,female,18,18-25,Rajkot,Gujarat,2023-09-30,Platinum,4,220856.11
CUST00000606,female,33,26-35,Ludhiana,Punjab,2023-08-24,Platinum,5,144303.96
CUST00000607,male,28,26-35,Kolkata,"West Bengal",2023-11-13,Platinum,4,79052.35
CUST00000608,male,23,18-25,Vadodara,Gujarat,2024-04-11,Gold,7,22536.83
CUST00000609,male,30,26-35,"New Delhi",Delhi,2023-09-26,Platinum,5,168431.37
CUST00000610,male,33,26-35,Jalandhar,Punjab,2023-11-04,Gold,2,38341.29
CUST00000611,female,22,18-25,Jodhpur,Rajasthan,2023-12-03,Platinum,4,136463.62
CUST00000612,female,57,56-65,Madurai,"Tamil Nadu",2024-05-06,Platinum,5,110604.75
CUST00000613,male,26,26-35,Jalandhar,Punjab,2023-12-21,Platinum,3,52931.52
CUST00000614,female,45,36-45,Patiala,Punjab,2023-08-27,Platinum,3,160459.41
CUST00000615,female,53,46-55,Nagpur,Maharashtra,2023-11-08,Gold,3,21839.6
